	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Bleomycin_IC_50_LOW	0.29930322106851953		0.152047089601	0.847952910399	0.152047089601	0.448131021195	0.999973839111	0.448131021195
AZD6244_AUC	0.2993186230978198		0.151994767822	0.848005232178	0.151994767822	0.448131021195	0.999973839111	0.448131021195
BIRB_0796_IC_75	0.299829275930047		0.150935251799	0.849064748201	0.150935251799	0.447248062016	0.999973839111	0.447248062016
SB_216763_IC_90	0.2998409960953737		0.15088293002	0.84911706998	0.15088293002	0.447248062016	0.999973839111	0.447248062016
RO-3306_IC_25	0.29985416820108585		0.15085676913	0.84914323087	0.15085676913	0.447248062016	0.999973839111	0.447248062016
Embelin_IC_50	0.30009321315351395		0.150372792675	0.849627207325	0.150372792675	0.447248062016	0.999973839111	0.447248062016
GNF-2_AUC	0.300136893112773		0.150333551341	0.849666448659	0.150333551341	0.447248062016	0.999973839111	0.447248062016
JNJ-26854165_AUC	0.30033740098896533		0.14986265533	0.85013734467	0.14986265533	0.447248062016	0.999973839111	0.447248062016
ABT-888_IC_90	0.30039508348088806		0.149771092217	0.850228907783	0.149771092217	0.447248062016	0.999973839111	0.447248062016
Sunitinib_IC_50	0.3004633574448342		0.14961412688	0.85038587312	0.14961412688	0.447248062016	0.999973839111	0.447248062016
TW_37_IC_50	0.30051474975596415		0.149522563767	0.850477436233	0.149522563767	0.447248062016	0.999973839111	0.447248062016
Bleomycin_ALPHA	0.30053602319156		0.149483322433	0.850516677567	0.149483322433	0.447248062016	0.999973839111	0.447248062016
AZD7762_IC_25	0.30069580040332694		0.14914323087	0.85085676913	0.14914323087	0.447248062016	0.999973839111	0.447248062016
ABT-888_BETA	0.300904700189522		0.148633093525	0.851366906475	0.148633093525	0.447248062016	0.999973839111	0.447248062016
Z-LLNle-CHO_IC_50_HIGH	0.3020388615278914		0.146736429039	0.853263570961	0.146736429039	0.445158730159	0.999973839111	0.445158730159
EHT_1864_BETA	0.30224221643903093		0.146396337475	0.853603662525	0.146396337475	0.445009940358	0.999973839111	0.445009940358
BMS-754807_IC_90	0.30249016200577894		0.145951602354	0.854048397646	0.145951602354	0.444541832669	0.999973839111	0.444541832669
KIN001-135_IC_25	0.3029700542617459		0.144983649444	0.855016350556	0.144983649444	0.4424750499	0.999973839111	0.4424750499
CMK_IC_90	0.30297010634746396		0.144983649444	0.855016350556	0.144983649444	0.4424750499	0.999973839111	0.4424750499
RO-3306_IC_50_LOW	0.30298992637228855		0.144957488555	0.855042511445	0.144957488555	0.4424750499	0.999973839111	0.4424750499
CCT018159_IC_90	0.3030962685528825		0.144722040549	0.855277959451	0.144722040549	0.4424750499	0.999973839111	0.4424750499
GW_441756_IC_50_LOW	0.30337123058532345		0.144133420536	0.855866579464	0.144133420536	0.4424750499	0.999973839111	0.4424750499
JNK-9L_IC_90	0.3039133691178786		0.143008502289	0.856991497711	0.143008502289	0.440846774194	0.999973839111	0.440846774194
LAQ824_IC_50_LOW	0.30419932409243006		0.142419882276	0.857580117724	0.142419882276	0.439919191919	0.999973839111	0.439919191919
Imatinib_IC_25	0.3043107618219281		0.142275997384	0.857724002616	0.142275997384	0.439919191919	0.999973839111	0.439919191919
Doxorubicin_IC_50_LOW	0.30441959744666		0.142105951602	0.857894048398	0.142105951602	0.439919191919	0.999973839111	0.439919191919
NVP-TAE684_IC_50_LOW	0.30452538643851373		0.1419882276	0.8580117724	0.1419882276	0.439919191919	0.999973839111	0.439919191919
FH535_ALPHA	0.3047654131920081		0.141543492479	0.858456507521	0.141543492479	0.439919191919	0.999973839111	0.439919191919
AP-24534_IC_75	0.30493376306171327		0.141294964029	0.858705035971	0.141294964029	0.439919191919	0.999973839111	0.439919191919
Rapamycin_IC_25	0.30500131183924006		0.141137998692	0.858862001308	0.141137998692	0.439919191919	0.999973839111	0.439919191919
GSK-1904529A_BETA	0.30532613966989336		0.140562459124	0.859437540876	0.140562459124	0.439919191919	0.999973839111	0.439919191919
XMD8-85_IC_25	0.3056761916494862		0.139934597776	0.860065402224	0.139934597776	0.439342915811	0.999973839111	0.439342915811
Embelin_IC_25	0.30568907875232926		0.139908436887	0.860091563113	0.139908436887	0.439342915811	0.999973839111	0.439342915811
AS601245_IC_50_HIGH	0.3058898901147778		0.139411379987	0.860588620013	0.139411379987	0.439342915811	0.999973839111	0.439342915811
PD-0332991_IC_90	0.30621226850842753		0.138992805755	0.861007194245	0.138992805755	0.439090909091	0.999973839111	0.439090909091
ATRA_IC_75	0.3063501190003221		0.138770438195	0.861229561805	0.138770438195	0.439090909091	0.999973839111	0.439090909091
DMOG_IC_50_LOW	0.30676807795407274		0.1380117724	0.8619882276	0.1380117724	0.437800829876	0.999973839111	0.437800829876
Nutlin-3a_IC_50	0.30700896922947735		0.137553956835	0.862446043165	0.137553956835	0.437255717256	0.999973839111	0.437255717256
AZ628_IC_75	0.30720289197255285		0.13704381949	0.86295618051	0.13704381949	0.436541666667	0.999973839111	0.436541666667
WZ-1-84_IC_50	0.30739328953710005		0.136756049706	0.863243950294	0.136756049706	0.436534446764	0.999973839111	0.436534446764
MG-132_IC_50	0.3077441742424112		0.136167429693	0.863832570307	0.136167429693	0.435564853556	0.999973839111	0.435564853556
TW_37_IC_50_LOW	0.3079958458528851		0.135775016351	0.864224983649	0.135775016351	0.435220125786	0.999973839111	0.435220125786
Shikonin_IC_50	0.308039955450749		0.135670372793	0.864329627207	0.135670372793	0.435220125786	0.999973839111	0.435220125786
AZD6244_IC_50	0.3083995493694217		0.134885546109	0.865114453891	0.134885546109	0.434189473684	0.999973839111	0.434189473684
MG-132_IC_25	0.3084356165920129		0.13483322433	0.86516677567	0.13483322433	0.434189473684	0.999973839111	0.434189473684
Epothilone_B_BETA	0.3087338675476843		0.134349247874	0.865650752126	0.134349247874	0.434189473684	0.999973839111	0.434189473684
PD-173074_IC_75	0.3089364773393739		0.133878351864	0.866121648136	0.133878351864	0.433686440678	0.999973839111	0.433686440678
Obatoclax_Mesylate_IC_50_HIGH	0.3089533288580041		0.133878351864	0.866121648136	0.133878351864	0.433686440678	0.999973839111	0.433686440678
AS601245_IC_75	0.30899903183202493		0.133786788751	0.866213211249	0.133786788751	0.433686440678	0.999973839111	0.433686440678
JNK_Inhibitor_VIII_IC_50_HIGH	0.30903543928928967		0.133721386527	0.866278613473	0.133721386527	0.433686440678	0.999973839111	0.433686440678
Imatinib_IC_50	0.30911222407271804		0.133577501635	0.866422498365	0.133577501635	0.433686440678	0.999973839111	0.433686440678
CEP-701_IC_50_HIGH	0.3091417781128215		0.133551340746	0.866448659254	0.133551340746	0.433686440678	0.999973839111	0.433686440678
AZD6482_BETA	0.3096834812183383		0.132478744277	0.867521255723	0.132478744277	0.433686440678	0.999973839111	0.433686440678
KIN001-135_IC_50_LOW	0.3104616593136872		0.131236102027	0.868763897973	0.131236102027	0.43152688172	0.999973839111	0.43152688172
AMG-706_IC_90	0.3106213008729286		0.131066056246	0.868933943754	0.131066056246	0.43152688172	0.999973839111	0.43152688172
PHA-665752_IC_50	0.3107027473414721		0.130935251799	0.869064748201	0.130935251799	0.43152688172	0.999973839111	0.43152688172
PF-562271_IC_50_LOW	0.31084541631282286		0.130582079791	0.869417920209	0.130582079791	0.43152688172	0.999973839111	0.43152688172
PLX4720_IC_25	0.31116644823056744		0.130098103336	0.869901896664	0.130098103336	0.431496746204	0.999973839111	0.431496746204
A-443654_IC_50_LOW	0.31137849312952703		0.129731850883	0.870268149117	0.129731850883	0.431217391304	0.999973839111	0.431217391304
Midostaurin_IC_50_LOW	0.3114353380362624		0.129627207325	0.870372792675	0.129627207325	0.431217391304	0.999973839111	0.431217391304
Gemcitabine_ALPHA	0.3117133362709472		0.129012426422	0.870987573578	0.129012426422	0.430698689956	0.999973839111	0.430698689956
Docetaxel_IC_75	0.3117313574605813		0.128999345978	0.871000654022	0.128999345978	0.430698689956	0.999973839111	0.430698689956
DMOG_IC_50_HIGH	0.31174218285222605		0.128999345978	0.871000654022	0.128999345978	0.430698689956	0.999973839111	0.430698689956
Obatoclax_Mesylate_IC_75	0.3118526805833978		0.128855461086	0.871144538914	0.128855461086	0.430698689956	0.999973839111	0.430698689956
Z-LLNle-CHO_IC_75	0.31195664059417166		0.128698495749	0.871301504251	0.128698495749	0.430698689956	0.999973839111	0.430698689956
AUY922_IC_90	0.312017706035201		0.128567691302	0.871432308698	0.128567691302	0.430698689956	0.999973839111	0.430698689956
AMG-706_IC_50	0.31259232998223574		0.127625899281	0.872374100719	0.127625899281	0.430698689956	0.999973839111	0.430698689956
Pazopanib_IC_75	0.31267478729980186		0.127586657946	0.872413342054	0.127586657946	0.430698689956	0.999973839111	0.430698689956
Gefitinib_AUC	0.31310902283987535		0.126801831262	0.873198168738	0.126801831262	0.430698689956	0.999973839111	0.430698689956
JNK_Inhibitor_VIII_IC_75	0.3134967718537568		0.12618705036	0.87381294964	0.12618705036	0.429710467706	0.999973839111	0.429710467706
Doxorubicin_IC_50	0.31375186522643234		0.125742315239	0.874257684761	0.125742315239	0.429151785714	0.999973839111	0.429151785714
XMD8-85_IC_90	0.31404221571317376		0.125153695226	0.874846304774	0.125153695226	0.428098434004	0.999973839111	0.428098434004
Docetaxel_IC_50_LOW	0.3140579729206151		0.125140614781	0.874859385219	0.125140614781	0.428098434004	0.999973839111	0.428098434004
GW_441756_IC_50	0.3141489650604616		0.12494440811	0.87505559189	0.12494440811	0.428098434004	0.999973839111	0.428098434004
CCT007093_IC_25	0.31441631484137084		0.124604316547	0.875395683453	0.124604316547	0.428098434004	0.999973839111	0.428098434004
KU-55933_IC_50_HIGH	0.3147882418756907		0.123924133421	0.876075866579	0.123924133421	0.427720090293	0.999973839111	0.427720090293
ABT-888_IC_50_HIGH	0.31482833569141205		0.123884892086	0.876115107914	0.123884892086	0.427720090293	0.999973839111	0.427720090293
MG-132_IC_75	0.3152757651444354		0.123073904513	0.876926095487	0.123073904513	0.426712018141	0.999973839111	0.426712018141
CCT018159_IC_75	0.31615972596213376		0.121543492479	0.878456507521	0.121543492479	0.422363636364	0.999973839111	0.422363636364
AZ628_IC_25	0.31665070242407406		0.120784826684	0.879215173316	0.120784826684	0.420683371298	0.999973839111	0.420683371298
Midostaurin_IC_25	0.31762644526854783		0.119097449313	0.880902550687	0.119097449313	0.415753424658	0.999973839111	0.415753424658
JNJ-26854165_IC_50	0.3177941152277334		0.118914323087	0.881085676913	0.118914323087	0.415753424658	0.999973839111	0.415753424658
PF-02341066_IC_50	0.3185497730167625		0.117684761282	0.882315238718	0.117684761282	0.412706422018	0.999973839111	0.412706422018
MG-132_IC_90	0.3189649780558978		0.116939175932	0.883060824068	0.116939175932	0.411034482759	0.999973839111	0.411034482759
GW843682X_IC_50_HIGH	0.31928097242556014		0.116442119032	0.883557880968	0.116442119032	0.410230414747	0.999973839111	0.410230414747
AMG-706_IC_75	0.3194973445692581		0.116036625245	0.883963374755	0.116036625245	0.40974595843	0.999973839111	0.40974595843
SB_216763_BETA	0.3195004544350597		0.116036625245	0.883963374755	0.116036625245	0.40974595843	0.999973839111	0.40974595843
AMG-706_IC_50_LOW	0.31974771338569224		0.115618051014	0.884381948986	0.115618051014	0.40974595843	0.999973839111	0.40974595843
WZ-1-84_AUC	0.31983574828570305		0.115434924787	0.884565075213	0.115434924787	0.40974595843	0.999973839111	0.40974595843
Etoposide_ALPHA	0.32033948216556085		0.114610856769	0.885389143231	0.114610856769	0.408484848485	0.999973839111	0.408484848485
SL_0101-1_IC_90	0.32037387151491503		0.114532374101	0.885467625899	0.114532374101	0.408484848485	0.999973839111	0.408484848485
PF-02341066_IC_50_LOW	0.32070627666476037		0.11406147809	0.88593852191	0.11406147809	0.408430913349	0.999973839111	0.408430913349
Axitinib_BETA	0.3207389361271102		0.114009156311	0.885990843689	0.114009156311	0.408430913349	0.999973839111	0.408430913349
Nutlin-3a_IC_50_LOW	0.32099117051566545		0.113616742969	0.886383257031	0.113616742969	0.408430913349	0.999973839111	0.408430913349
TGX221_BETA	0.32100105520270167		0.113603662525	0.886396337475	0.113603662525	0.408430913349	0.999973839111	0.408430913349
Mitomycin_C_IC_50_HIGH	0.3210732757861191		0.113525179856	0.886474820144	0.113525179856	0.408430913349	0.999973839111	0.408430913349
NU-7441_IC_50	0.32109258576910815		0.113485938522	0.886514061478	0.113485938522	0.408430913349	0.999973839111	0.408430913349
Nutlin-3a_IC_25	0.3211015201118402		0.113472858077	0.886527141923	0.113472858077	0.408430913349	0.999973839111	0.408430913349
Axitinib_IC_50_HIGH	0.321225423213662		0.113302812296	0.886697187704	0.113302812296	0.408430913349	0.999973839111	0.408430913349
GW843682X_IC_90	0.3215314105512228		0.112858077175	0.887141922825	0.112858077175	0.408430913349	0.999973839111	0.408430913349
Docetaxel_BETA	0.3217720789666626		0.112439502943	0.887560497057	0.112439502943	0.408430913349	0.999973839111	0.408430913349
AS601245_IC_50	0.32208717393733155		0.111890124264	0.888109875736	0.111890124264	0.408430913349	0.999973839111	0.408430913349
Salubrinal_BETA	0.3223149373846473		0.11160235448	0.88839764552	0.11160235448	0.408430913349	0.999973839111	0.408430913349
BMS-536924_IC_50	0.322640060794313		0.111262262917	0.888737737083	0.111262262917	0.408430913349	0.999973839111	0.408430913349
JNK_Inhibitor_VIII_IC_90	0.3227259321442699		0.111066056246	0.888933943754	0.111066056246	0.408430913349	0.999973839111	0.408430913349
Gefitinib_BETA	0.3228212866893288		0.110896010464	0.889103989536	0.110896010464	0.408430913349	0.999973839111	0.408430913349
NVP-TAE684_IC_90	0.3230151069502777		0.110647482014	0.889352517986	0.110647482014	0.408430913349	0.999973839111	0.408430913349
Doxorubicin_IC_25	0.3230951134975882		0.110542838457	0.889457161543	0.110542838457	0.408430913349	0.999973839111	0.408430913349
Rapamycin_IC_75	0.3232635814493693		0.110281229562	0.889718770438	0.110281229562	0.408430913349	0.999973839111	0.408430913349
Elesclomol_IC_90	0.3234932136576475		0.110006540222	0.889993459778	0.110006540222	0.408430913349	0.999973839111	0.408430913349
Imatinib_IC_50_LOW	0.32355109182906155		0.10986265533	0.89013734467	0.10986265533	0.408430913349	0.999973839111	0.408430913349
AUY922_IC_75	0.32355448420042815		0.109836494441	0.890163505559	0.109836494441	0.408430913349	0.999973839111	0.408430913349
Mitomycin_C_IC_75	0.3242529168093028		0.10864617397	0.89135382603	0.10864617397	0.408430913349	0.999973839111	0.408430913349
QS11_BETA	0.32430353469933526		0.108606932636	0.891393067364	0.108606932636	0.408430913349	0.999973839111	0.408430913349
GW_441756_IC_25	0.3244831295060769		0.108410725965	0.891589274035	0.108410725965	0.408430913349	0.999973839111	0.408430913349
PD-173074_BETA	0.3248358392091426		0.107822105952	0.892177894048	0.107822105952	0.408430913349	0.999973839111	0.408430913349
AS601245_BETA	0.3248948939710825		0.107691301504	0.892308698496	0.107691301504	0.408430913349	0.999973839111	0.408430913349
FTI-277_BETA	0.32516527370347353		0.107311968607	0.892688031393	0.107311968607	0.408430913349	0.999973839111	0.408430913349
TW_37_IC_50_HIGH	0.32525701138432295		0.107102681491	0.892897318509	0.107102681491	0.408430913349	0.999973839111	0.408430913349
PAC-1_ALPHA	0.32532099171489604		0.106945716154	0.893054283846	0.106945716154	0.408430913349	0.999973839111	0.408430913349
A-443654_IC_50	0.3253942938574676		0.106775670373	0.893224329627	0.106775670373	0.408430913349	0.999973839111	0.408430913349
S-Trityl-L-cysteine_IC_25	0.32544334221218163		0.106644865925	0.893355134075	0.106644865925	0.408430913349	0.999973839111	0.408430913349
RO-3306_IC_50	0.3254590520663478		0.106631785481	0.893368214519	0.106631785481	0.408430913349	0.999973839111	0.408430913349
Thapsigargin_IC_25	0.32589948346807107		0.106108567691	0.893891432309	0.106108567691	0.408430913349	0.999973839111	0.408430913349
JNK-9L_IC_75	0.3260220881950771		0.10591236102	0.89408763898	0.10591236102	0.408430913349	0.999973839111	0.408430913349
PD-173074_IC_50	0.32606525077839427		0.105833878352	0.894166121648	0.105833878352	0.408430913349	0.999973839111	0.408430913349
KIN001-135_IC_50	0.32619896726897596		0.10566383257	0.89433616743	0.10566383257	0.408430913349	0.999973839111	0.408430913349
BIRB_0796_IC_50_HIGH	0.32631393524240637		0.105533028123	0.894466971877	0.105533028123	0.408430913349	0.999973839111	0.408430913349
CI-1040_BETA	0.32647227396302075		0.105232177894	0.894767822106	0.105232177894	0.408430913349	0.999973839111	0.408430913349
AP-24534_IC_50_LOW	0.3264984416093186		0.10519293656	0.89480706344	0.10519293656	0.408430913349	0.999973839111	0.408430913349
Embelin_IC_75	0.32677804154526824		0.104826684107	0.895173315893	0.104826684107	0.408430913349	0.999973839111	0.408430913349
AP-24534_IC_90	0.3269290351831319		0.104565075213	0.895434924787	0.104565075213	0.408430913349	0.999973839111	0.408430913349
WZ-1-84_IC_50_LOW	0.32698286241819813		0.10444735121	0.89555264879	0.10444735121	0.408430913349	0.999973839111	0.408430913349
Doxorubicin_IC_50_HIGH	0.3271492267121989		0.104211903205	0.895788096795	0.104211903205	0.408430913349	0.999973839111	0.408430913349
CI-1040_D	0.32755332862458386		0.103662524526	0.896337475474	0.103662524526	0.408430913349	0.999973839111	0.408430913349
CGP-082996_BETA	0.3276084906516118		0.103610202747	0.896389797253	0.103610202747	0.408430913349	0.999973839111	0.408430913349
Z-LLNle-CHO_IC_90	0.3276449493527613		0.103544800523	0.896455199477	0.103544800523	0.408430913349	0.999973839111	0.408430913349
FH535_IC_75	0.32770102461104705		0.103427076521	0.896572923479	0.103427076521	0.408430913349	0.999973839111	0.408430913349
AP-24534_IC_25	0.32790403514335514		0.103073904513	0.896926095487	0.103073904513	0.408430913349	0.999973839111	0.408430913349
Shikonin_IC_75	0.32820195139973374		0.102616088947	0.897383911053	0.102616088947	0.408430913349	0.999973839111	0.408430913349
